step,profiled_wall_ms,leaf_leaf_ms,plane_3_ms,plane_2_ms,plane_1_ms,plane_0_ms,interaction_sum_ms,gpu_total_ms,other_gpu_ms,host_gaps_ms
0,86.734216,4.873919,13.550299,5.253437999999999,16.571705,36.74021,76.989571,84.890654,7.901083,1.8435620000000057
1,86.2921,4.867294,13.530040999999999,5.265086,16.558104,36.796271,77.016796,84.945432,7.928635999999997,1.3466680000000082
2,86.281542,4.869854,13.560634,5.267617,16.627129,36.770737999999994,77.095972,84.995456,7.899484000000001,1.2860859999999974
3,86.335892,4.869598,13.539035,5.2752300000000005,16.561241000000003,36.743441,76.988545,84.98239899999999,7.993853999999985,1.3534930000000145
4,86.34304700000001,4.872127000000001,13.496315999999998,5.270878,16.525402999999997,36.762545,76.92726900000001,84.871011,7.943741999999986,1.472036000000017
5,86.320614,4.871805999999999,13.542779000000001,5.25299,16.537211,36.776180000000004,76.980966,84.937669,7.9567030000000045,1.3829450000000065
6,86.145423,4.867614,13.507322,5.259834,16.546489,36.745202000000006,76.92646100000002,84.81596400000001,7.889502999999991,1.3294589999999857
7,86.26056200000001,4.869246,13.524762999999998,5.254878,16.554745999999998,36.762961000000004,76.966594,84.87113599999999,7.904541999999992,1.3894260000000145
8,86.221988,4.869534,13.530843,5.263806,16.543065,36.77493,76.982178,84.887455,7.905276999999998,1.3345329999999933
9,86.388954,4.87459,13.609403,5.2777899999999995,16.579417,36.764817,77.106017,85.07129499999999,7.965277999999998,1.3176590000000061
