step,profiled_wall_ms,leaf_leaf_ms,plane_3_ms,plane_2_ms,plane_1_ms,plane_0_ms,interaction_sum_ms,gpu_total_ms,other_gpu_ms,host_gaps_ms
0,160.09865,57.60281,13.455720999999999,6.076631,18.857984000000002,52.989538,148.982684,158.163948,9.181263999999999,1.9347019999999873
1,159.888011,57.256123,13.451017,5.748341,19.127233,52.670081999999994,148.252796,157.659754,9.406958000000003,2.2282570000000135
2,159.544793,57.597947,13.182856,6.101557,18.870785,52.993249,148.746394,157.93588200000002,9.189488000000011,1.6089109999999778
3,159.940231,57.272923000000006,13.549256,5.745398,19.161342,52.92710700000001,148.656026,158.066182,9.410155999999986,1.8740490000000136
4,159.651014,57.281147,13.117545,5.754423,18.87171,53.368449,148.393274,157.471115,9.077840999999992,2.179899000000006
5,159.96104,57.274074,13.467081,6.052341,18.873247,52.985732,148.65247499999998,158.05687400000002,9.404399000000026,1.9041659999999752
6,159.930582,57.259899,13.411946,5.750838,18.886528000000002,53.325634,148.634845,157.810222,9.175377000000012,2.1203599999999767
7,159.81289999999998,57.618010000000005,13.131081,6.094613000000001,18.850686000000003,53.0369,148.73129,158.220329,9.489038999999991,1.5925709999999924
8,159.643109,57.257435,13.497639,5.74335,19.139550000000003,52.989149999999995,148.62712399999998,158.107908,9.480784000000014,1.5352010000000007
9,159.099411,57.268155,13.463562,5.755414,18.871007000000002,53.343393000000006,148.70153100000002,157.824042,9.122510999999975,1.275369000000012
