step,plane,m2l_count_ms,insert_ms,total_ms
0,3,12.638698,0.691423,13.455720999999999
0,2,5.289879,0.658751,6.076631
0,1,17.467874,1.242974,18.857984000000002
0,0,49.557288,2.826875,52.989538
1,3,12.632458,0.691391,13.451017
1,2,4.959991,0.657438,5.748341
1,1,17.478946,1.245245,19.127233
1,0,49.229001,2.8283470000000004,52.670081999999994
2,3,12.36417,0.6916789999999999,13.182856
2,2,5.309463,0.658942,6.101557
2,1,17.477666000000003,1.2435180000000001,18.870785
2,0,49.562951999999996,2.821723,52.993249
3,3,12.729961,0.691327,13.549256
3,2,4.955350999999999,0.6585270000000001,5.745398
3,1,17.768736,1.242142,19.161342
3,0,49.492392,2.828155,52.92710700000001
4,3,12.297258,0.692575,13.117545
4,2,4.965272,0.658399,5.754423
4,1,17.478497,1.244669,18.87171
4,0,49.599016000000006,3.161178,53.368449
5,3,12.648042,0.691871,13.467081
5,2,5.262166000000001,0.658463,6.052341
5,1,17.477825,1.2465899999999999,18.873247
5,0,49.552904999999996,2.824987,52.985732
6,3,12.592201,0.692287,13.411946
6,2,4.961847,0.658239,5.750838
6,1,17.491489,1.245437,18.886528000000002
6,0,49.579049,2.826171,53.325634
7,3,12.310762,0.692031,13.131081
7,2,5.304054,0.6586230000000001,6.094613000000001
7,1,17.459713,1.241853,18.850686000000003
7,0,49.599561,2.8290509999999998,53.0369
8,3,12.678569,0.691775,13.497639
8,2,4.955223,0.657727,5.74335
8,1,17.743776,1.244766,19.139550000000003
8,0,49.550343999999996,2.827483,52.989149999999995
9,3,12.643465,0.691903,13.463562
9,2,4.966455,0.658015,5.755414
9,1,17.478017,1.244509,18.871007000000002
9,0,49.568648,3.166394,53.343393000000006
