step,plane,m2l_count_ms,insert_ms,total_ms
0,3,12.438276,0.695296,13.57018
0,2,1.571009,0.486752,2.497793
0,1,2.5760970000000003,0.499424,3.527041
0,0,7.061666,0.5532480000000001,8.581826000000001
1,3,12.46266,0.6954880000000001,13.58759
1,2,1.569856,0.486721,2.492099
1,1,2.575745,0.499328,3.527457
1,0,7.0641300000000005,0.5528,8.514209999999999
2,3,12.487972,0.695616,13.6137
2,2,1.570497,0.486784,2.497313
2,1,2.5767689999999996,0.49929700000000005,3.5407379999999997
2,0,7.059651,0.55344,8.509923
3,3,12.475619,0.694817,13.612900000000002
3,2,1.5711359999999999,0.486784,2.492064
3,1,2.5765770000000003,0.499264,3.528001
3,0,7.060834,0.5536319999999999,8.524738
4,3,12.464516,0.695072,13.589668
4,2,1.570721,0.48659199999999997,2.492225
4,1,2.582529,0.498944,3.540961
4,0,7.058434,0.553216,8.509409999999999
5,3,12.452388000000001,0.6949120000000001,13.582052000000001
5,2,1.570657,0.48659199999999997,2.502049
5,1,2.575745,0.49904000000000004,3.527586
5,0,7.056706,0.5531200000000001,8.513281999999998
6,3,12.494339,0.6946559999999999,13.618851000000001
6,2,1.571168,0.48704000000000003,2.493184
6,1,2.576737,0.49958400000000003,3.530209
6,0,7.055906,0.55296,8.506338
7,3,12.42906,0.695104,13.555332
7,2,1.5721610000000001,0.48691199999999996,2.4997130000000003
7,1,2.577665,0.49977699999999997,3.529538
7,0,7.062659,0.5531200000000001,8.513187
8,3,12.462659,0.695616,13.588804
8,2,1.5713920000000001,0.486817,2.493856
8,1,2.576448,0.499136,3.527585
8,0,7.059426,0.5529919999999999,8.517731
9,3,12.442020000000001,0.695104,13.567108000000001
9,2,1.571361,0.48688,2.491745
9,1,2.576289,0.499809,3.5403860000000003
9,0,7.058018,0.552704,8.508226
