step,plane,m2l_count_ms,insert_ms,total_ms
0,3,12.381889,0.697152,13.522337
0,2,4.992064999999999,0.662784,6.08944
0,1,17.266881,1.250208,18.969441000000003
0,0,48.919044,2.837569,52.654501
1,3,12.412768,0.697824,13.540479
1,2,4.993473,0.66432,6.101408999999999
1,1,17.266945,1.250943,18.975998
1,0,48.907588000000004,2.8385279999999997,52.659876000000004
2,3,12.425953,0.6972160000000001,13.557504999999999
2,2,4.995264,0.662048,6.092992000000001
2,1,17.250018,1.251296,18.954369999999997
2,0,48.918084,2.840384,52.654852
3,3,12.415937,0.6976319999999999,13.543745
3,2,4.986432,0.6624650000000001,6.084064
3,1,17.259233000000002,1.2503360000000001,19.030656999999998
3,0,48.907588000000004,2.841088,52.653284000000006
4,3,12.420577,0.696928,13.548801
4,2,4.993056999999999,0.6629120000000001,6.106113
4,1,17.281217,1.252768,18.985953000000002
4,0,48.897220000000004,2.841249,52.634724999999996
5,3,12.491809,0.696896,13.618977999999998
5,2,5.0047690000000005,0.6633920000000001,6.103553
5,1,17.263681000000002,1.251296,18.967523
5,0,48.891235,2.8420479999999997,52.630083
6,3,12.424865,0.6972480000000001,13.553120999999999
6,2,5.000576,0.664,6.10544
6,1,17.254466,1.2499200000000001,18.967971000000002
6,0,48.933732000000006,2.844128,52.675364
7,3,12.368321,0.6977599999999999,13.508321
7,2,4.998273,0.662593,6.096358
7,1,17.267329,1.2507519999999999,18.969985
7,0,48.908836,2.8403519999999998,52.646756
8,3,12.442369000000001,0.69712,13.569793
8,2,4.995009,0.663552,6.158785
8,1,17.248897,1.250976,18.958561000000003
8,0,48.9265,2.839073,52.675364
9,3,12.422529,0.6968970000000001,13.554337000000002
9,2,4.99216,0.662976,6.091328
9,1,17.271425,1.251552,18.974946
9,0,48.898467,2.841984,52.637283
