step,profiled_wall_ms,leaf_leaf_ms,plane_3_ms,plane_2_ms,plane_1_ms,plane_0_ms,interaction_sum_ms,gpu_total_ms,other_gpu_ms,host_gaps_ms
0,157.531054,56.506980000000006,13.522337,6.08944,18.969441000000003,52.654501,147.74269900000002,155.65975400000002,7.917055000000019,1.8712999999999909
1,157.066495,56.507236,13.540479,6.101408999999999,18.975998,52.659876000000004,147.784998,155.680776,7.895777999999993,1.3857189999999946
2,157.106361,56.502916,13.557504999999999,6.092992000000001,18.954369999999997,52.654852,147.762635,155.716938,7.95430300000001,1.3894229999999936
3,156.997076,56.507813,13.543745,6.084064,19.030656999999998,52.653284000000006,147.81956300000002,155.723434,7.903870999999995,1.2736419999999953
4,157.262625,56.506916,13.548801,6.106113,18.985953000000002,52.634724999999996,147.782508,155.795788,8.013279999999995,1.4668370000000266
5,157.037642,56.505252,13.618977999999998,6.103553,18.967523,52.630083,147.825389,155.73690900000003,7.911520000000024,1.3007329999999797
6,157.13287,56.512389000000006,13.553120999999999,6.10544,18.967971000000002,52.675364,147.814285,155.794924,7.9806389999999965,1.337945999999988
7,157.033604,56.504324999999994,13.508321,6.096358,18.969985,52.646756,147.72574500000002,155.646768,7.921023000000005,1.3868359999999882
8,157.075383,56.50762,13.569793,6.158785,18.958561000000003,52.675364,147.870123,155.816491,7.946368000000007,1.2588919999999746
9,157.030858,56.510212,13.554337000000002,6.091328,18.974946,52.637283,147.768106,155.768811,8.00070500000001,1.2620469999999955
