step,profiled_wall_ms,leaf_leaf_ms,plane_3_ms,plane_2_ms,plane_1_ms,plane_0_ms,interaction_sum_ms,gpu_total_ms,other_gpu_ms,host_gaps_ms
0,41.491532,2.846707,13.326628000000001,3.510031,3.475121,8.367709000000001,31.526196000000002,39.389103999999996,7.86290799999999,2.1024280000000033
1,40.850370000000005,2.846932,13.329859,3.516018,3.465392,8.377754,31.535954999999998,39.420366,7.884411,1.4300040000000038
2,40.813128,2.850547,13.325059000000001,3.5070559999999995,3.47352,8.366905000000001,31.523087,39.387884,7.864796999999999,1.4252439999999993
3,40.944396999999995,2.846931,13.341891,3.505615,3.466352,8.377276,31.538065000000003,39.449616,7.911550999999999,1.4947809999999961
4,40.853004999999996,2.848915,13.312612,3.528654,3.4691680000000003,8.363002,31.522351,39.370443,7.848092000000005,1.4825619999999944
5,40.821775,2.8507710000000004,13.301350000000001,3.5155049999999997,3.477904,8.371898,31.517428000000002,39.421136,7.903707999999995,1.4006390000000053
6,40.747465,2.847955,13.304099,3.506256,3.470736,8.376985000000001,31.506031,39.334221,7.828189999999999,1.4132439999999988
7,40.859957,2.847955,13.319012,3.513647,3.472689,8.367640999999999,31.520944,39.374156,7.853211999999999,1.4858010000000021
8,40.893080999999995,2.846547,13.298980000000002,3.509583,3.4709610000000004,8.369433,31.495504000000004,39.40558,7.9100759999999966,1.4875009999999946
9,40.823979,2.847123,13.3633,3.5132,3.475056,8.384731,31.58341,39.427243000000004,7.843833000000007,1.396735999999997
