step,profiled_wall_ms,leaf_leaf_ms,plane_3_ms,plane_2_ms,plane_1_ms,plane_0_ms,interaction_sum_ms,gpu_total_ms,other_gpu_ms,host_gaps_ms
0,154.812866,55.664038,13.365810999999999,6.022219,18.214402000000003,51.829553999999995,145.096024,152.90105499999999,7.805030999999985,1.9118110000000286
1,154.549419,55.670406,13.377585999999999,6.022190999999999,18.189058,51.78459600000001,145.043837,152.919522,7.87568499999999,1.6298969999999997
2,154.315112,55.668518,13.356369999999998,6.023625,18.201732,51.771699,145.021944,152.928703,7.906759000000008,1.3864089999999862
3,154.316517,55.667238,13.327826000000002,6.02238,18.193378,51.790865000000004,145.001687,152.94425399999997,7.942566999999968,1.3722630000000322
4,154.25422899999998,55.666118000000004,13.34482,6.028074999999999,18.189731,51.760945,144.989689,152.89971,7.910020999999986,1.354518999999982
5,155.77752900000002,56.594627,13.419156,6.0290669999999995,18.201956,51.781396,146.026202,153.901025,7.874823000000006,1.8765040000000113
6,168.17270000000002,60.298934,13.860498,6.872904999999999,19.365342999999996,55.849218,156.246898,165.913139,9.666241,2.2595610000000192
7,167.687421,61.00786,14.555054,6.017067,19.375392,55.846916,156.802289,165.80245,9.000160999999991,1.8849710000000073
8,167.12682199999998,60.529205000000005,14.614925000000001,6.087083000000001,19.510464,55.098536,155.840213,164.993526,9.153312999999997,2.133295999999973
9,168.15426399999998,60.877908000000005,14.614481,6.015177,18.972578,55.664581,156.144725,165.341746,9.197020999999992,2.812517999999983
