step,plane,m2l_count_ms,insert_ms,total_ms
0,3,12.373108,0.696384,13.501138000000001
0,2,4.976987,0.662048,6.073114
0,1,17.223376000000002,1.250847,18.931278
0,0,48.799218,2.837053,52.546223
1,3,12.384915999999999,0.697055,13.512529999999998
1,2,4.992252000000001,0.663103,6.090587
1,1,17.221743999999997,1.249855,18.923022999999997
1,0,48.78533,2.835933,52.51675
2,3,12.385397000000001,0.6958719999999999,13.511379000000002
2,2,4.995578999999999,0.6620159999999999,6.092891
2,1,17.231151999999998,1.249759,18.933101999999998
2,0,48.773298000000004,2.838813,52.508366
3,3,12.438164,0.696415,13.564691
3,2,4.991835,0.6623669999999999,6.09529
3,1,17.223504000000002,1.248414,18.935726000000003
3,0,48.826739,2.839709,52.562991000000004
4,3,12.438996,0.6962229999999999,13.574834999999998
4,2,4.982747000000001,0.662655,6.079994000000001
4,1,17.226224,1.249247,18.927695
4,0,48.847345999999995,2.839038,52.583214999999996
5,3,12.378997,0.6958719999999999,13.505011999999999
5,2,4.990491,0.66224,6.129339
5,1,17.232879,1.250015,18.941134
5,0,48.847378,2.841053,52.59825399999999
6,3,12.392149,0.695455,13.520787
6,2,4.997947,0.66224,6.094906
6,1,17.235791000000003,1.247423,18.935214
6,0,48.817426,2.835517,52.550062
7,3,12.438868000000001,0.69792,13.567345999999999
7,2,4.987355,0.662624,6.084859
7,1,17.233262999999997,1.248895,18.990765
7,0,48.857521999999996,2.8368290000000003,52.59969399999999
8,3,12.38706,0.696415,13.513875
8,2,4.989083,0.662143,6.097913999999999
8,1,17.236176,1.249854,18.938637999999997
8,0,48.801907,2.8399340000000004,52.538957
9,3,12.415284999999999,0.6966079999999999,13.5509
9,2,4.985275,0.663296,6.082618999999999
9,1,17.230095000000002,1.250783,18.934126
9,0,48.80693,2.835229,52.539118
