case,method,theta,h,t,phase_rms,phase_median,local_phase_rms,phase_p90,phase_p99,mass_profile_max_abs,energy_relative,com_drift,L_drift,runtime_to_output_s,total_runtime_s
S4G_theta0.8_d16,S4G,0.8,0.0625,1.0,0.0013903883692164612,7.435463322383444e-05,0.0029248843789327897,0.0020276415925668018,0.005851010851099603,8.99999999999998e-05,2.7437197360739505e-05,1.1263850149417637e-08,6.449119752431289e-07,0.7207383259665221,4.298258024966344
S4G_theta0.8_d16,S4G,0.8,0.0625,2.0,0.0025635297112103564,0.00017052090846818153,0.006313927359598818,0.0035120550173582074,0.01077850936225999,7.00000000000145e-05,2.490888884566989e-05,1.0337767167243173e-08,1.1977848931354212e-06,1.4375247809803113,4.298258024966344
S4G_theta0.8_d16,S4G,0.8,0.0625,4.0,0.006968244361420818,0.0005030422761771372,0.016698670915818756,0.00811741385484773,0.03059855662561767,0.00021000000000000185,-3.9534003994088336e-06,1.1443652294755923e-08,2.656886508825022e-06,2.8670082789612934,4.298258024966344
S4G_theta0.8_d16,S4G,0.8,0.0625,6.0,0.014802941079418142,0.0011142197708474584,0.0338119409085029,0.016305741189551543,0.06577025586414253,0.0001799999999999996,3.9489968518030594e-05,2.2392271578388232e-08,3.649429377426797e-06,4.298258024966344,4.298258024966344
S4G_theta0.8_d32,S4G,0.8,0.03125,0.25,0.00019257938329460302,1.3712065409397776e-05,0.000277569323928043,0.0002370937085806412,0.0008532952990712475,9.999999999999593e-06,1.3080443231639282e-06,7.239619748283518e-09,1.603138402334472e-07,0.36043605901068076,8.591339436999988
S4G_theta0.8_d32,S4G,0.8,0.03125,1.0,0.0003999149339192488,4.744515924672653e-05,0.0007683685526276214,0.000604821816976866,0.0016377473656937662,2.999999999997449e-05,3.3622188875908925e-06,2.4993128159897287e-08,6.578721282451168e-07,1.4385777790448628,8.591339436999988
S4G_theta0.8_d32,S4G,0.8,0.03125,2.0,0.0007323112280717022,9.586183922098252e-05,0.0016521266538977123,0.0010678288998946521,0.0030381762883856475,3.999999999999837e-05,1.6159801791664774e-06,2.2904109905963474e-08,1.2025164635673378e-06,2.872104347043205,8.591339436999988
S4G_theta0.8_d32,S4G,0.8,0.03125,4.0,0.0019041571758564911,0.0002488367109119729,0.004172771590914156,0.0024150148674513894,0.008297770753451984,0.00010000000000000286,1.3174086295590932e-05,2.3219201423394444e-08,2.661401891962105e-06,5.729699410032481,8.591339436999988
S4G_theta0.8_d32,S4G,0.8,0.03125,6.0,0.004208102045720993,0.0005103119681760314,0.009235046098011828,0.00481934512978089,0.018112346138538953,0.00016000000000000736,1.3636859477230092e-05,2.3449197493940127e-08,3.6535245725849042e-06,8.591339436999988,8.591339436999988
S4G_theta0.8_d4,S4G,0.8,0.25,0.25,0.004569212867804937,8.67237736465938e-05,0.007377485531856254,0.005605356361988357,0.019299311707791495,3.0000000000002247e-05,5.0443924776573446e-05,1.2010006065558128e-09,1.7317414099643277e-07,0.04633741802535951,1.0852884658961557
S4G_theta0.8_d4,S4G,0.8,0.25,1.0,0.008926217095393945,0.0004539300480460495,0.020434598756704954,0.011998688213892982,0.036708985414100434,0.00017000000000000348,0.00014791029997146437,2.9793439388720283e-09,5.820909597828033e-07,0.18486395297804847,1.0852884658961557
S4G_theta0.8_d4,S4G,0.8,0.25,2.0,0.016669697583958615,0.0010964911588795326,0.04430206790222769,0.02006670005930111,0.06874660234807844,0.00032000000000000084,0.0003817839940920357,3.244697903885614e-09,1.1710348582358071e-06,0.3658074139384553,1.0852884658961557
S4G_theta0.8_d4,S4G,0.8,0.25,4.0,0.04155171525678463,0.0029755318035239336,0.09952459013009435,0.04285958079170483,0.18607106921684358,0.0005900000000000002,0.0008912180622558572,2.9316345916107437e-09,2.6820330435821793e-06,0.7254855419159867,1.0852884658961557
S4G_theta0.8_d4,S4G,0.8,0.25,6.0,0.07577318725155992,0.00612918530503799,0.1752664195079044,0.07786327442742318,0.34703983210985484,0.0005199999999999996,0.0012918253619268432,1.6018369288205535e-08,3.6960720767141542e-06,1.0852884658961557,1.0852884658961557
S4G_theta0.8_d64,S4G,0.8,0.015625,0.25,8.542930670120866e-05,1.1959160140981302e-05,0.0001065988762008885,0.00011121846900909314,0.0003515569897680073,1.0000000000001327e-05,6.874777753787456e-08,1.763780641050164e-08,1.5828309126086556e-07,0.719642739975825,17.171910256962292
S4G_theta0.8_d64,S4G,0.8,0.015625,1.0,0.00021811708825417134,3.8504896786894415e-05,0.00033412680042819775,0.0002823489312017407,0.0009474663315587329,1.999999999996449e-05,-7.905244155289449e-07,7.306383355176268e-08,6.562687424270702e-07,2.873185577976983,17.171910256962292
S4G_theta0.8_d64,S4G,0.8,0.015625,2.0,0.000386463005266792,7.414526158796841e-05,0.0006486945172685904,0.0004768795471437421,0.0016773454334331236,2.0000000000020002e-05,-5.40315440382786e-07,7.4265669510644e-08,1.1986257184928984e-06,5.73757402197225,17.171910256962292
S4G_theta0.8_d64,S4G,0.8,0.015625,4.0,0.0007979751305829478,0.00017148138922989115,0.0015339880869663608,0.0009631593098202606,0.003568269860327895,3.0000000000002247e-05,-2.8338336598048186e-06,5.622450905814055e-08,2.6378923817176313e-06,11.45018959796289,17.171910256962292
S4G_theta0.8_d64,S4G,0.8,0.015625,6.0,0.001572915003619586,0.0003148873507513897,0.0033261058881157565,0.0017328962401702743,0.006747400777624116,5.9999999999997555e-05,-2.067097719704842e-06,4.587577675754267e-08,3.626981942178293e-06,17.171910256962292,17.171910256962292
S4G_theta0.8_d8,S4G,0.8,0.125,0.25,0.0020261705776713655,3.637536910840637e-05,0.0031399597852437107,0.0026690084871664388,0.008910905869817354,3.0000000000002247e-05,2.038285189612608e-05,1.6390123025864286e-09,1.4928567261831444e-07,0.09157551702810451,2.1609441789914854
S4G_theta0.8_d8,S4G,0.8,0.125,1.0,0.003848170003703434,0.00016417514502099117,0.008332265628765446,0.0056511034019341546,0.016164775042975907,9.99999999999994e-05,8.002351593455101e-05,5.898177351880124e-09,6.27874344536208e-07,0.36213617300381884,2.1609441789914854
S4G_theta0.8_d8,S4G,0.8,0.125,2.0,0.007102682000644834,0.0004051576495185793,0.017547437021784136,0.009584957253302625,0.029635110647327,0.00016000000000000042,0.0001505153452780403,7.042748466210411e-09,1.1708274525582448e-06,0.7235307749942876,2.1609441789914854
S4G_theta0.8_d8,S4G,0.8,0.125,4.0,0.01841113973678563,0.001253157880642562,0.0441067973910805,0.02106951597054306,0.08242987471253894,0.0001799999999999996,0.00029652174836774955,2.0030648457735016e-08,2.629239121715156e-06,1.4418586259707808,2.1609441789914854
S4G_theta0.8_d8,S4G,0.8,0.125,6.0,0.036257220597890945,0.0028538591417316336,0.08414957737405324,0.04008858527212363,0.1636934946437891,0.00037999999999999146,0.00044422158187475087,3.6018013316412406e-08,3.560231043164792e-06,2.1609441789914854,2.1609441789914854
reference_coarse,S4G,0.4,0.0078125,0.25,4.6561707438419426e-05,7.451930890988629e-07,2.372839512927201e-06,6.198764016463759e-06,0.00025165464207913257,0.0,2.2111668986237316e-08,4.141375994864998e-08,3.5246433469146515e-08,4.98948097997345,121.40525329892989
reference_coarse,S4G,0.4,0.0078125,1.0,0.0001611088577650138,1.6469659661827205e-06,6.392250394669568e-06,9.218351862317864e-06,0.0009765630950080515,1.0000000000010001e-05,1.1789131168287517e-07,2.1409823436563436e-07,1.0086184169827294e-07,20.048210622975603,121.40525329892989
reference_coarse,S4G,0.4,0.0078125,2.0,0.0002831642583775513,2.7632514998559113e-06,1.2816282604081579e-05,1.3537123245959815e-05,0.0012875850899712103,9.99999999995449e-06,4.305843867968114e-08,2.8788652341709e-07,1.7724653367330665e-07,40.154434980941005,121.40525329892989
reference_coarse,S4G,0.4,0.0078125,4.0,0.0004631356746724076,5.430059010129854e-06,3.154229783836272e-05,2.8163208373308965e-05,0.001677943838256155,1.0000000000003062e-05,1.2925422501345302e-07,5.315572222561318e-07,3.552455907252007e-07,80.61105223395862,121.40525329892989
reference_coarse,S4G,0.4,0.0078125,6.0,0.0005925294299584731,9.091670673850069e-06,6.386229342324014e-05,5.3957178081410416e-05,0.001752389958281578,1.0000000000010001e-05,3.236678191981513e-07,7.991953614907714e-07,3.5811695080367416e-07,121.40525329892989,121.40525329892989
reference_fine,S4G,0.4,0.00390625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,4.4682283632272326e-08,8.286382248279645e-08,3.098313304475685e-08,10.277964685985353,246.35742168698926
reference_fine,S4G,0.4,0.00390625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.132752284967917e-08,3.8788928789741036e-07,9.348386229865408e-08,41.13168082095217,246.35742168698926
reference_fine,S4G,0.4,0.00390625,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3201133459184896e-08,6.628625953870156e-07,1.0108215262335673e-07,82.22558095998829,246.35742168698926
reference_fine,S4G,0.4,0.00390625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9822464470309266e-08,1.6847210938647157e-06,2.3263145188781405e-07,164.26413572399179,246.35742168698926
reference_fine,S4G,0.4,0.00390625,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0483862321392906e-07,2.4190830815097175e-06,2.4199481528259153e-07,246.35742168698926,246.35742168698926
